date          ibm           vw         ew
19650401     0.00330      0.0017      0.0015
19650402     0.00384      0.0026      0.0036
19650405     0.00437      0.0002      0.0010
19650406    -0.00653     -0.0004     -0.0000
19650407    -0.00110      0.0008      0.0029
19650408     0.00439      0.0053      0.0043
19650409     0.02620      0.0057      0.0054
19650412    -0.00106      0.0045      0.0040
19650413     0.00532      0.0015      0.0021
19650414     0.00106      0.0019      0.0005
19650415    -0.00106     -0.0004      0.0028
19650419     0.01483      0.0038      0.0042
19650420    -0.00104     -0.0002      0.0013
19650421    -0.00418     -0.0020     -0.0003
19650422     0.00630      0.0045      0.0030
19650423     0.00156      0.0015      0.0033
19650426    -0.00260      0.0001      0.0013
19650427     0.00000      0.0017      0.0017
19650428     0.00000     -0.0003     -0.0005
19650429     0.00209     -0.0005      0.0006
19650430     0.01042      0.0014      0.0006
19650503    -0.00309      0.0008     -0.0006
19650504     0.00517      0.0028      0.0009
19650505     0.00103      0.0026      0.0008
19650506     0.01031      0.0025      0.0007
19650507    -0.01020     -0.0005      0.0011
19650510    -0.01237     -0.0009     -0.0000
19650511     0.00209     -0.0007     -0.0011
19650512     0.01016      0.0038      0.0022
19650513    -0.00180      0.0034      0.0044
19650514    -0.00517     -0.0014      0.0009
19650517    -0.01454     -0.0052     -0.0004
19650518     0.00316     -0.0005      0.0004
19650519     0.00420      0.0022      0.0019
19650520    -0.01046     -0.0051     -0.0051
19650521    -0.00846     -0.0044     -0.0020
19650524    -0.01919     -0.0073     -0.0062
19650525     0.02391      0.0055      0.0041
19650526    -0.00849     -0.0025     -0.0038
19650527    -0.00107     -0.0056     -0.0066
19650528     0.02465      0.0061      0.0054
19650601    -0.01987     -0.0067     -0.0060
19650602     0.01387     -0.0077     -0.0110
19650603    -0.00842     -0.0022     -0.0024
19650604     0.00743      0.0022      0.0018
19650607    -0.00053     -0.0035     -0.0050
19650608    -0.01212     -0.0106     -0.0103
19650609    -0.02134     -0.0101     -0.0101
19650610    -0.01200     -0.0042     -0.0083
19650611     0.00386      0.0044      0.0045
19650614    -0.00605     -0.0134     -0.0169
19650615     0.01383      0.0048      0.0007
19650616    -0.00273      0.0090      0.0132
19650617     0.01258      0.0060      0.0057
19650618    -0.00054     -0.0042     -0.0038
19650621    -0.00432     -0.0037     -0.0048
19650622    -0.00434      0.0019      0.0007
19650623    -0.00218     -0.0062     -0.0049
19650624    -0.00437     -0.0133     -0.0169
19650625    -0.01921     -0.0063     -0.0086
19650628    -0.00951     -0.0188     -0.0267
19650629     0.01695      0.0079     -0.0007
19650630     0.01778      0.0221      0.0281
19650701     0.00655      0.0046      0.0076
19650702     0.00759      0.0082      0.0094
19650706    -0.00807     -0.0017      0.0005
19650707    -0.00597     -0.0033     -0.0025
19650708     0.01965      0.0080      0.0057
19650709     0.00589      0.0041      0.0063
19650712    -0.00585      0.0000      0.0006
19650713    -0.00214     -0.0014     -0.0013
19650714     0.00912      0.0031      0.0032
19650715     0.00319     -0.0008      0.0019
19650716     0.00583     -0.0003      0.0007
19650719     0.00000     -0.0009     -0.0002
19650720    -0.01765     -0.0121     -0.0116
19650721    -0.00670     -0.0054     -0.0053
19650722    -0.00432     -0.0021     -0.0001
19650723     0.01085      0.0024      0.0023
19650726    -0.00054     -0.0001     -0.0005
19650727    -0.00376     -0.0017     -0.0009
19650728     0.01616      0.0021      0.0014
19650729     0.00848      0.0073      0.0066
19650730     0.00736      0.0069      0.0077
19650802    -0.00574      0.0021      0.0021
19650803     0.01076      0.0014      0.0003
19650804     0.01016      0.0043      0.0045
19650805    -0.00670      0.0004      0.0018
19650806     0.00415      0.0036      0.0038
19650809     0.00103     -0.0011      0.0005
19650810    -0.00310      0.0005      0.0022
19650811     0.00311      0.0034      0.0051
19650812     0.01136      0.0031      0.0043
19650813     0.00613      0.0046      0.0050
19650816    -0.00051      0.0013      0.0010
19650817    -0.00305      0.0018      0.0004
19650818     0.00408      0.0004      0.0011
19650819    -0.00558     -0.0022     -0.0027
19650820     0.00408     -0.0007      0.0009
19650823     0.00610     -0.0012     -0.0007
19650824     0.01364      0.0019      0.0028
19650825    -0.00548      0.0016      0.0019
19650826     0.00050      0.0038      0.0027
19650827     0.00250      0.0014      0.0037
19650830    -0.00050      0.0006      0.0024
19650831    -0.00250     -0.0004      0.0011
19650901     0.00200      0.0006      0.0016
19650902     0.00350      0.0057      0.0062
19650903     0.00448      0.0047      0.0049
19650907    -0.00149      0.0034      0.0026
19650908    -0.00248      0.0029      0.0016
19650909     0.00448      0.0026      0.0026
19650910    -0.00099      0.0024      0.0023
19650913     0.01439      0.0025      0.0017
19650914    -0.00294     -0.0041     -0.0046
19650915    -0.00049      0.0048      0.0035
19650916     0.00540      0.0053      0.0042
19650917     0.00537      0.0003      0.0004
19650920    -0.00534      0.0006      0.0008
19650921     0.00488     -0.0026     -0.0022
19650922     0.00389      0.0048      0.0041
19650923    -0.00194     -0.0037     -0.0051
19650924    -0.00679      0.0025      0.0047
19650927     0.00684      0.0059      0.0034
19650928    -0.00485     -0.0023     -0.0008
19650929    -0.00292     -0.0045     -0.0029
19650930     0.00196     -0.0005      0.0003
19651001    -0.01073     -0.0005      0.0029
19651004     0.00444      0.0025      0.0051
19651005     0.00442      0.0056      0.0046
19651006     0.00391     -0.0006     -0.0003
19651007    -0.00487     -0.0003      0.0032
19651008     0.00783      0.0049      0.0092
19651011     0.00777      0.0058      0.0073
19651012    -0.00819     -0.0003      0.0025
19651013     0.00243      0.0002      0.0027
19651014    -0.00194     -0.0013      0.0021
19651015     0.00534      0.0024      0.0045
19651018     0.00531      0.0030      0.0041
19651019     0.00240      0.0013      0.0001
19651020     0.01102      0.0001      0.0025
19651021     0.00000      0.0016      0.0039
19651022     0.00284     -0.0004      0.0006
19651025    -0.00284     -0.0038     -0.0047
19651026    -0.00664      0.0051      0.0043
19651027     0.01240      0.0037      0.0041
19651028     0.00189     -0.0028     -0.0013
19651029     0.00282      0.0028      0.0036
19651101     0.00281     -0.0009     -0.0005
19651103     0.00352      0.0015      0.0033
19651104     0.00491      0.0022      0.0036
19651105    -0.00186      0.0014      0.0037
19651108     0.00373     -0.0033     -0.0008
19651109    -0.01114     -0.0024     -0.0003
19651110     0.00141     -0.0008      0.0012
19651111     0.00234      0.0028      0.0038
19651112     0.00655      0.0049      0.0065
19651115     0.00093      0.0014      0.0031
19651116     0.00789     -0.0010      0.0018
19651117     0.00599      0.0015     -0.0013
19651118    -0.00641     -0.0033      0.0010
19651119     0.00000      0.0004      0.0036
19651122    -0.00369     -0.0051     -0.0015
19651123    -0.00925      0.0016      0.0035
19651124     0.00000      0.0021      0.0048
19651126     0.00000      0.0027      0.0073
19651129    -0.01401     -0.0012      0.0034
19651130    -0.00568     -0.0013      0.0012
19651201    -0.01714     -0.0000      0.0052
19651202    -0.02810     -0.0021      0.0029
19651203     0.00997      0.0008      0.0028
19651206    -0.00888     -0.0076     -0.0086
19651207     0.01295      0.0096      0.0129
19651208     0.00590     -0.0007      0.0044
19651209     0.00831      0.0030      0.0059
19651210     0.00436      0.0029      0.0049
19651213    -0.00290      0.0013      0.0030
19651214    -0.01936      0.0008      0.0018
19651215    -0.02270      0.0019      0.0037
19651216     0.00808      0.0017      0.0038
19651217    -0.00100      0.0006      0.0035
19651220     0.00652     -0.0053     -0.0061
19651221     0.00997      0.0036      0.0038
19651222    -0.00197      0.0016     -0.0037
19651223    -0.01335     -0.0015     -0.0022
19651227     0.00200     -0.0063     -0.0050
19651228     0.00450     -0.0003     -0.0025
19651229    -0.00846      0.0030      0.0047
19651230     0.00402      0.0038      0.0050
19651231    -0.00200      0.0029      0.0053
19660103    -0.01102     -0.0018      0.0054
19660104    -0.00304      0.0013      0.0039
19660105     0.00661      0.0059      0.0061
19660106     0.00555      0.0020      0.0027
19660107    -0.00050      0.0013      0.0019
19660110    -0.00301      0.0025      0.0049
19660111     0.00302      0.0009      0.0025
19660112    -0.00452     -0.0013      0.0030
19660113     0.00605      0.0023      0.0067
19660114    -0.00502      0.0017      0.0046
19660117    -0.00706      0.0034      0.0071
19660118    -0.01827      0.0020      0.0026
19660119    -0.01034     -0.0027     -0.0019
19660120     0.01045     -0.0025      0.0009
19660121     0.01551      0.0011      0.0015
19660124     0.00611      0.0029      0.0047
19660125     0.02935      0.0018      0.0031
19660126    -0.00492     -0.0007      0.0023
19660127    -0.00692     -0.0003      0.0021
19660128    -0.01095     -0.0031      0.0014
19660131    -0.00201     -0.0043     -0.0019
19660201    -0.00806     -0.0078     -0.0131
19660202    -0.00407      0.0041      0.0053
19660203     0.01276      0.0016      0.0029
19660204     0.00252      0.0060      0.0055
19660207     0.00955      0.0038      0.0050
19660208     0.01468     -0.0002     -0.0018
19660209     0.00812      0.0058      0.0093
19660210     0.00927     -0.0016      0.0026
19660211     0.01499      0.0003      0.0048
19660214    -0.01000     -0.0007      0.0027
19660215    -0.01203     -0.0040     -0.0010
19660216     0.00974      0.0004      0.0024
19660217    -0.00796     -0.0050     -0.0026
19660218    -0.00316     -0.0020      0.0021
19660221    -0.00488     -0.0052     -0.0012
19660223    -0.00588     -0.0042     -0.0018
19660224    -0.00099     -0.0051     -0.0032
19660225     0.01086      0.0034      0.0063
19660228     0.00586      0.0017      0.0061
19660301    -0.01942     -0.0126     -0.0120
19660302    -0.01089     -0.0101     -0.0102
19660303     0.00751      0.0041      0.0054
19660304     0.00248     -0.0027      0.0005
19660307    -0.01388     -0.0126     -0.0121
19660308    -0.00101      0.0004     -0.0051
19660309     0.01911      0.0089      0.0109
19660310    -0.00592     -0.0000     -0.0013
19660311    -0.00695     -0.0006      0.0023
19660314    -0.00050     -0.0109     -0.0113
19660315    -0.00250     -0.0073     -0.0150
19660316     0.00802      0.0056      0.0041
19660317    -0.00498      0.0032      0.0036
19660318    -0.00200      0.0050      0.0078
19660321     0.02004      0.0084      0.0100
19660322     0.00589      0.0030      0.0038
19660323     0.00000     -0.0031     -0.0001
19660324     0.00977      0.0020      0.0040
19660325     0.01547      0.0035      0.0055
19660328    -0.00810      0.0022      0.0066
19660329    -0.00336     -0.0040     -0.0033
19660330    -0.01541     -0.0084     -0.0066
19660331     0.00978      0.0056      0.0060
19660401     0.00969      0.0078      0.0064
19660404     0.00576      0.0092      0.0083
19660405     0.00954      0.0059      0.0054
19660406     0.00378      0.0026      0.0048
19660407     0.01695      0.0032      0.0066
19660411     0.01875      0.0012      0.0043
19660412    -0.02022     -0.0029      0.0012
19660413     0.00649      0.0011      0.0039
19660414     0.03272      0.0035      0.0040
19660415    -0.01294      0.0009      0.0019
19660418    -0.01085     -0.0040     -0.0018
19660419    -0.00366      0.0004      0.0041
19660420     0.00550      0.0053      0.0064
19660421     0.01277      0.0035      0.0023
19660422     0.00000     -0.0019     -0.0016
19660425    -0.02523     -0.0015      0.0001
19660426     0.02588     -0.0008     -0.0015
19660427     0.01081     -0.0028     -0.0037
19660428    -0.01070     -0.0065     -0.0071
19660429     0.00450      0.0004      0.0041
19660502     0.00448     -0.0010     -0.0002
19660503    -0.00491     -0.0108     -0.0139
19660504    -0.01570     -0.0054     -0.0074
19660505    -0.01914     -0.0174     -0.0211
19660506    -0.01394     -0.0026     -0.0123
19660509    -0.01932     -0.0159     -0.0151
19660510     0.00817      0.0088      0.0072
19660511     0.01287      0.0019      0.0024
19660512    -0.01365     -0.0125     -0.0165
19660513    -0.00954     -0.0093     -0.0138
19660516     0.00193     -0.0147     -0.0223
19660517    -0.00673     -0.0091     -0.0190
19660518     0.02517      0.0188      0.0210
19660519     0.02585     -0.0010      0.0018
19660520    -0.00380      0.0051      0.0039
19660523     0.02010      0.0088      0.0104
19660524     0.01658      0.0074      0.0105
19660525    -0.00536      0.0043      0.0044
19660526     0.00135      0.0008      0.0003
19660527    -0.00135      0.0034      0.0041
19660531    -0.02224     -0.0130     -0.0096
19660601    -0.02136      0.0001     -0.0022
19660602    -0.01840     -0.0004      0.0014
19660603    -0.01009      0.0014      0.0026
19660606    -0.01892     -0.0071     -0.0067
19660607    -0.00890     -0.0067     -0.0084
19660608     0.01497      0.0017      0.0026
19660609     0.02950      0.0072      0.0076
19660610     0.00000      0.0109      0.0118
19660613    -0.01146      0.0049      0.0067
19660614     0.00290      0.0035      0.0026
19660615    -0.01012     -0.0036      0.0004
19660616     0.01058     -0.0020      0.0006
19660617     0.03142      0.0003      0.0017
19660620     0.01541     -0.0004      0.0000
19660621     0.00138      0.0037      0.0039
